NUC ENG 230,Analytical Methods for Non-Proliferation,"Use of nuclear measurement techniques to detect clandestine movement and/or possession of nuclear materials by third parties. Nuclear detection, forensics, signatures, and active passive interrogation methodologies will be explored. Techniques currently deployed for arms control and treaty verification will be discussed. Emphasis will be placed on common elements of detection technology from the viewpoint of resolution of threat signatures from false positives due to naturally occurring radioactive material. Laboratory will involve experiments conducted in the Nucleonics Laboratory featuring passive and active neutron signals, gamma ray detection, fission neutron multiplicity, and U and Pu isotopic identification and age determination. Students should be familiar with alpha,",,Applied,
NUSCTX 211B,Introduction to Research in Nutritional Sciences,"Closely supervised experimental work under the direction of individual faculty members; an introduction to experimental methods and research approaches in areas of nutritional sciences.""",,Applied,
PB HLTH 212D,Global Health Core Course,"This is a graduate level survey course on selected topics in international health designed to introduce students to key areas of the specialty. The course will review the main contributors to the global burden of disease and discuss current interventions and possible approaches for the future. The primary goal of the course is to transfer knowledge and experiences that will prepare public health students to evaluate international health projects and better prepare themselves for international health work. The focus is on developing countries with the most challenging large-scale health problems, where physical and systems infrastructure as well as human resources are poorly developed. The course provides students with the tools to make their own assessments.",,,Meta
PB HLTH 212E,Private Sector Health Services in Developing Countries,"This course will serve students intending to conduct research, policy work, or program implementation in health services in developing countries. Topics covered will include definition and typology of private sector in various countries, theories of private sector regulation, motivation, and research. Methodological and practical issues in measuring provider importance, quality, and in influencing the activities of actors in private health delivery will be explored from viewpoints of both research and programmatic intervention.""",,Applied,
PB HLTH 218B,Evaluation of Health and Social Programs,"The study of concepts, methods, rationale, and uses of evaluation research as they apply to health and social programs.""",,Applied,Meta
PB HLTH 219E,Introduction to Qualitative Methods in Public Health Research,"This course is designed to familiarize students who have little or no experience in conducting qualitative research with the perspectives, methods, and techniques of a vast and contentious tradition of research. The course will cover some of the methods of data collections used in the conduct of qualitative inquiries, the analysis of textural data, the write-up of findings from qualitative studies, and the development of a qualitative research proposal. While learning about qualitative methods, students will gain an understanding of the qualitative research literature on a topic of their choice, as well as how to integrate findings from a variety of qualitative studies on a research question of topic.""",,Applied,Meta
PB HLTH 231A,Analytic Methods for Health Policy and Management,"This course provides an overview of analytic methods that Master's students in health policy and management should be familiar with. Topics include linear regression, limited dependent variable models such as logit, design, and analysis of complex surveys (with weighted and clustered sampling), and quasi-experimental causal analysis. The course complements 245, with an emphasis on enabling nonstatisticians to interpret and critique applications in the HPM literature.""",,Applied,Meta
PB HLTH C240A,Biostatistical Methods: Advanced Categorical Data Analysis,"This course focuses on statistical methods for discrete data collected in public health, clinical and biological studies. Lectures topics include proportions and counts, contingency tables, logistic regression models, Poisson regression and log-linear models, models for polytomous data and generalized linear models. Computing techniques, numerical methods, simulation and general implementation of biostatistical analysis techniques with emphasis on data applications. Also listed as Statistics C245A.""",,Applied,
PB HLTH C240F,Statistical Genomics,"Genomics is one of the fundamental areas of research in the biological sciences and is rapidly becoming one of the most important application areas in statistics. The first course in this two-semester sequence is Public Health C240E/Statistics C245E. This is the second course, which focuses on sequence analysis, phylogenetics, and high-throughput microarray and sequencing gene expression experiments. The courses are primarily intended for graduate students and advanced undergraduate students from the mathematical sciences. Also listed as Statistics C245F.""",,Applied,
PB HLTH 241,Statistical Analysis of Categorical Data,"Biostatistical concepts and modeling relevant to the design and analysis of multifactor population-based cohort and case-control studies, including matching. Measures of association, causal inference, confounding interaction. Introduction to binary regression, including logistic regression.""",,Applied,
PB HLTH 252,Epidemiological Analysis,"This course consists of two distinct components: (1) advanced treatment of epidemiologic methods: matched data, spatial analysis, logistic and Poisson regression models; (2) survival analysis: Kaplan-Meier estimation, survival distributions, parametric and semi-parametric survival analysis models. Students are encouraged to concurrently enroll in 248L which carries the prerequisite of a working knowledge of the statistical computing language R.""",,Applied,
PB HLTH 252B,Modeling the Dynamics of Infectious Disease Processes,"This course will cover the basic tools required to both critically read modeling papers and to develop and use models as research tools. Emphasis will be placed on using models to understand infectious disease processes and to evaluate potential control strategies. The class meeting will consist of both lecture material covering conceptual issues and a computer lab to apply these concepts using standard infectious disease models.""",,Applied,
PB HLTH 255A,Social Epidemiology,"This course is designed to introduce students to the field of social epidemiology and its role in understanding the social determinants of population health and health disparities. This course will provide a systematic and selected overview of literature in the field covering the history and development of the field of social epidemiology, theoretical perspectives, major topical areas, conceptual approaches, and current controversies related to theory, research methods, and research findings. Three principles will be emphasized throughout the course: 1) the ecological model, 2) the lifecourse approach, and 3) causality. These principles will provide a framework for the critical analysis of scholarly journal articles and the synthesis of information across content areas. This",,,Meta
PB HLTH 255D,Methods in Social Epidemiology,"This course is designed to review, evaluate, and apply methods currently used in the field of social epidemiology. The course aims to teach approaches to forming clear research questions, and selecting the best method(s) to answer the questions posed. Initially we will discuss approaches to defining clear and specific research questions. We will then discuss recent controversies around the meaning of questions posed in social epidemiology, and the ability of currently used methods to answer questions in social epidemiology. Finally we will review, evaluate, and apply a range of different methods that are or could be used to answer questions in social epidemiology, again emphasizing the types of questions answered by these methods, and their ability to address the challenges",,Applied,Meta
PB HLTH 271G,Global Environmental Change for Health Scientists,"The course will first provide a basic foundation in the physical and societal basis of climate change, including atmospheric structure and feedbacks, carbon cycling, and the sources and trends of human and natural greenhouse pollutant emissions. Forecasts of future climate, and their uncertainties, will be discussed, emphasizing parameters of potential relevance to human health. We will explore epidemiologic, risk assessment, and statistical methods appropriate for understanding the impact of climate on health in different populations, including reviews of current burden of disease estimates of avoidable and attributable risk. The public health implications, positive and negative, of society's efforts to mitigate and adapt to climate change will be elaborated, including disc",,Applied,
PB HLTH 272A,Geographic Information Science for Public and Environmental Health,"Geographic information systems (GIS) have emerged as an important tool for performing health and environmental analyses. GIS is generally seen as a spatial analysis system for the organization, storage, retrieval, and analysis of data for which the location and other spatial attributes are considered important (e.g., incidence of a specific disease condition in relation to a pollution source). GIS also encompasses the organizational structure, personnel, software, and hardware needed to support spatial analysis. For many health and social scientists, GIS has evolved into a new lens for viewing their work. The course will provide students with an introduction to this exciting and expanding field of inquiry. On successful completion of the course you should possess the followi",,,Meta
PB HLTH 293,"Doctoral Seminar: ""Health Services Policy Analysis Ph.D. Seminar""","Discussion and analysis of dissertation research projects, as well as of conceptual and methodological problems in planning and conducting health research.""",,Applied,Meta
PHDBA 239B,Continuous Time Asset Pricing,"This course covers topics in dynamic asset pricing, portfolio choice and general equilibrium theory in a continuous time setting. The first part of the course covers basic mathematical and statistical results. Finance results that have been developed in continuous times include the intertemporal CAPM, corporate securities and default risk, the term structure of interest rates. In addition, results are developed on non-time additive utility.""",,Applied,
PLANTBI 200B,Genomics and Computational Biology,"Principles of computational and genomic biology. Covers evolutionary, algorithmic, and statistical foundations of sequence analysis, allowing students to understand concepts underlying modern computational methods. Practical applications wil be pursued in student-coordinated sessions. Combined lecture with 220B.""",,Applied,
PLANTBI 220B,Genomics and Computational Biology,"Principles of computational and genomic biology. Covers evolutionary, algorithmic, and statistical foundations of sequence analysis, allowing students to understand concepts underlying modern computational methods. Practical applications will be pursued in student-coordinated sessions. Combined lecture with 200B.""",,Applied,
POL SCI 236B,Quantitative Mehtodology in the Sociol Sciences Seminar,"A seminar on successful research designs and a forum for students to discuss the research methods needed in their own work, supplemented by lectures on relevant statistical and computational topics such as matching methods, instrumental variables, regression discontinuity, and Bayesian, maximum likelihood and robust estimation. Applications are drawn from political science, economics, sociology, and public health. Experience with R is assumed.""",,Applied,
PSYCH 205B,Data Analysis,"Students will need to work through problems (homework). A general data analytic course that emphasizes design issues and problems, from pure experimental research through field studies. Techniques of ANOVA and multiple regression/correlation will be presented as analytical models for both lab and field research.""",,Applied,
PSYCH 250C,Proseminar: Social Cognition,"Surveys empirical and theoretical approaches to our understanding of perception, memory, thought, and language concerning ourselves, other people, interpersonal behavior, and the situations in which social interaction takes place. Emphasis is placed on the integration of problems in social, personality, and clinical psychology with the concepts and principles employed in the study of nonsocial cognition.""",,,Meta
PSYCH 250D,Principles and Pragmatics of Personality Measurement,"Methods of personality measurement and assessment, with particular attention to the qualities, attributes, talents and dispositions considered in the everyday evaluations people make of self and others.""",,Applied,
PSYCH 290Z,"Seminars: ""Structural Equation Modeling""","Special section.""",,Applied,
PUB POL 240B,"Decision Analysis, Modeling, and Quantitative Methods","An integrated course on the use of quantitative techniques in public policy analysis: computer modeling and simulation, linear programming and optimization, decision theory, and statistical and econometric analysis of policy-relevant data. The student develops a facility in distilling the policy relevance of numbers through an analysis of case studies and statistical data sets.""",,Applied,
SOC WEL 289A,Research Methods and Techniques in Social Welfare,"The logic of social research: topics include rationale and procedure of research design, validity, reliability, and an introduction to sampling.""",,Applied,
SOCIOL 271C,Methods of Sociological Research,"A three-semester sequence course introducing logical and analytic techniques commonly employed in social science research. The methodological problems encountered in field work, historical and comparative inquiry, experimental research, and survey analysis. The first semester concentrates on techniques for gathering evidence; the second and third semesters focuses on beginning and intermediate numerical techniques for analyzing evidence.""",,Applied,
SOCIOL C271D,Quantitative/Statistical Research Methods in Social Sciences,"Selected topics in quantitative/statistical methods of research in the social sciences and particularly in sociology. Possible topics include: analysis of qualitative/categorical data; loglinear models and latent-structure analysis; the analysis of cross-classified data having ordered and unordered categories; measure, models, and graphical displays in the analysis of cross-classified data; correspondence analysis, association analysis, and related methods of data analysis. Also listed as Statistics C261.""",,Applied,Meta
SOCIOL 275,Research Design,"This course will take students through the process of developing, carrying out, and writing up a research project. The course is ideal for students working on their MA papers, but it is also appropriate for students who are formulating dissertation prospectuses. We will begin by reading a guide to the logical problems that all research methods, qualitative or quantitative, must address if they are to study social causation.""",,Applied,
STAT C205B,Probability Theory,"The course is designed as a sequence with with Statistics C205A/Mathematics C218A with the following combined syllabus. Measure theory concepts needed for probability. Expection, distributions. Laws of large numbers and central limit theorems for independent random variables. Characteristic function methods. Conditional expectations, martingales and martingale converengence theorems. Markov chains. Stationary processes. Brownian motion. Also listed as Mathematics C218B.""",Foundational,,
STAT 210B,Theoretical Statistics,"Introduction to modern theory of statistics; empirical processes, influence functions, M-estimation, U and V statistics and associated stochastic decompositions; non-parametric function estimation and associated minimax theory; semiparametric models; Monte Carlo methods and bootstrap methods; distributionfree and equivariant procedures; topics in machine learning. Topics covered may vary with instructor.""",,Applied,
STAT 215A,Statistical Models: Theory and Application,"Applied statistics with a focus on critical thinking, reasoning skills, and techniques. Hands-on-experience with solving real data problems with high-level programming languages such as R. Emphasis on examining the assumptions behind standard statistical models and methods. Exploratory data analysis (e.g., graphical data summaries, PCAs, clustering analysis). Model formulation, fitting, and validation and testing. Linear regression and generalizations (e.g., GLMs, ridge regression, lasso).",Foundational,,
STAT 215B,Statistical Models: Theory and Application,"Course builds on 215A in developing critical thinking skills and the techniques of advanced applied statistics. Particular topics vary with instructor. Examples of possible topics include planning and design of experiments, ANOVA and random effects models, splines, classification, spatial statistics, categorical data analysis, survival analysis, and multivariate analysis.""",Foundational,,
STAT 222,Masters of Statistics Capstone Project,"The capstone project is part of the masters degree program in statistics. Students engage in professionally-oriented group research under the supervision of a research advisor. The research synthesizes the statistical, computational, economic, and social issues involved in solving complex real-world problems.""",,Applied,
STAT 230A,Linear Models,"Theory of least squares estimation, interval estimation, and tests under the general linear fixed effects model with normally distributed errors. Large sample theory for non-normal linear models. Two and higher way layouts, residual analysis. Effects of departures from the underlying assumptions. Robust alternatives to least squares.""",Foundational,,
STAT 240,Nonparametric and Robust Methods,"Standard nonparametric tests and confidence intervals for continuous and categorical data; nonparametric estimation of quantiles; robust estimation of location and scale parameters. Efficiency comparison with the classical procedures.""",Foundational,,
STAT C241A,Statistical Learning Theory,"Classification regression, clustering, dimensionality, reduction, and density estimation. Mixture models, hierarchical models, factorial models, hidden Markov, and state space models, Markov properties, and recursive algorithms for general probabilistic inference nonparametric methods including decision trees, kernal methods, neural networks, and wavelets. Ensemble methods. Also listed as Computer Science C281A.""",Foundational,,
STAT C241B,Advanced Topics in Learning and Decision Making,"Recent topics include: Graphical models and approximate inference algorithms. Markov chain Monte Carlo, mean field and probability propagation methods. Model selection and stochastic realization. Bayesian information theoretic and structural risk minimization approaches. Markov decision processes and partially observable Markov decision processes. Reinforcement learning. Also listed as Computer Science C281B.""",Foundational,,
STAT C245A,Biostatistical Methods: Advanced Categorical Data Analysis,"This course focuses on statistical methods for discrete data collected in public health, clinical and biological studies. Lectures topics include proportions and counts, contingency tables, logistic regression models, Poisson regression and log-linear models, models for polytomous data and generalized linear models. Computing techniques, numerical methods, simulation and general implementation of biostatistical analysis techniques with emphasis on data applications. Also listed as Public Health C240A.""",,Applied,
STAT C245F,Statistical Genomics,"Genomics is one of the fundamental areas of research in the biological sciences and is rapidly becoming one of the most important application areas in statistics. The first course in this two-semester sequence is Public Health C240E/Statistics C245E. This is the second course, which focuses on sequence analysis, phylogenetics, and high-throughput microarray and sequencing gene expression experiments. The courses are primarily intended for graduate students and advanced undergraduate students from the mathematical sciences. Also listed as Public Health C240F.""",,Applied,
STAT C247C,Longitudinal Data Analysis,"The course covers the statistical issues surrounding estimation of effects using data on subjects followed through time. The course emphasizes a regression model approach and discusses disease incidence modeling and both continuous outcome data/linear models and longitudinal extensions to nonlinear models (e.g., logistic and Poisson). The primary focus is from the analysis side, but mathematical intuition behind the procedures will also be discussed. The statistical/mathematical material includes some survival analysis, linear models, logistic and Poisson regression, and matrix algebra for statistics. The course will conclude with an introduction to recently developed causal regression techniques (e.g., marginal structural models). Time permitting, serially correlated data o",,Applied,
STAT 248,Analysis of Time Series,"Frequency-based techniques of time series analysis, spectral theory, linear filters, estimation of spectra, estimation of transfer functions, design, system identification, vector-valued stationary processes, model building.""",,Applied,
STAT C249A,Censored Longitudinal Data and Causality,"This course examines optimal robust methods for statistical inference regarding causal and non-causal parameters based on longitudinal data in the presence of informative censoring and informative confounding of treatment. Models presented include multivariate regression models, multiplicative intensity models for counting processes, and causal models such as marginal structural models and structural nested models. Methods will be illustrated with data sets of practical interest and analyzed in the laboratory section. This course, appropriate for advanced masters and Ph.D. students, provides exposure to a number of ongoing research topics. Also listed as Public Health C246A.""",,Applied,
STAT 260,Topics in Probability and Statistics,"Special topics in probability and statistics offered according to student demand and faculty availability.""",Foundational,Applied,
STAT C261,Quantitative/Statistical Research Methods in Social Sciences,"Selected topics in quantitative/statistical methods of research in the social sciences and particularly in sociology. Possible topics include: analysis of qualitative/categorical data; loglinear models and latent-structure analysis; the analysis of cross-classified data having ordered and unordered categories; measure, models, and graphical displays in the analysis of cross-classified data; correspondence analysis, association analysis, and related methods of data analysis. Also listed as Sociology C271D.""",,Applied,Meta
STS C250,Science and Technology Studies Research Seminar,"This course will cover methods and approaches for students considering professionalizing in the field of STS, including a chance for students to workshop written work. Also listed as Environ Sci, Policy, and Management C273, Anthropology C273, and History C251.""",,Applied,
